label,youtubeid,spilt
sticking_tongue_out,9ggF6IFJA8Q_000148_000158,train
bee_keeping,0rAC6zx46FQ_000101_000111,train
marching,M_XPpOiZPIk_000130_000140,train
plastering,oKm6ypO3qok_000002_000012,train
pumping_fist,Y0XrFDLPiRA_000001_000011,train
parasailing,1a2QGEo7pts_000312_000322,train
cooking_on_campfire,6wcsQ3bFVyM_000110_000120,train
driving_tractor,2pZ70Cel0HA_000025_000035,train
shaking_head,VdhihXZyQeA_000001_000011,train
cooking_chicken,T5FkCv9yfGI_000154_000164,train
ski_jumping,JcxwJMUCi80_000017_000027,train
giving_or_receiving_award,n9TrhD7LFUI_000016_000026,train
blowing_glass,vPrAqjI7jEo_000021_000031,train
juggling_fire,TXzWkJAwLDg_000147_000157,train
changing_wheel,mO75leWttXQ_000064_000074,train
slacklining,guspSPin-Uk_000096_000106,train
feeding_goats,prp28XEXZ8g_000025_000035,train
mopping_floor,Cy4S6P4CFxY_000005_000015,train
hugging,wh3QR3P7ITg_000380_000390,train
cleaning_floor,ZdcVEHLtKpA_000051_000061,train
waxing_chest,lZ2jgZNhksc_000033_000043,train
eating_watermelon,gvxo9ow4lHI_000012_000022,train
waxing_chest,JCi8_9bjr0A_000017_000027,train
playing_accordion,t5I5k9KAkUs_000039_000049,train
sniffing,Xa-ObKw0dEM_000000_000010,train
javelin_throw,RNpxafMi2Ok_000080_000090,train
dodgeball,7HkLqZ8feJ4_000017_000027,train
climbing_tree,WUR55EB1G7k_000002_000012,train
weaving_basket,CZgPocvASSw_000032_000042,train
pull_ups,klHQVbogkYw_000037_000047,train
deadlifting,bOJbKA4adGA_000010_000020,train
marching,BH6palY6ElA_000070_000080,train
pushing_wheelchair,8SS_em8Tp90_000054_000064,train
applying_cream,sIDSWmfvG04_000052_000062,train
skateboarding,JSFvae_KhCM_000203_000213,train
playing_ukulele,3qxq3TQb1uU_000002_000012,train
bookbinding,yG60FbgCBEU_001030_001040,train
busking,p4k5njitBac_000004_000014,train
hammer_throw,mXGws98vmkA_000004_000014,train
dying_hair,1Fd5oFFKXtQ_000127_000137,train
snowmobiling,3GTEJEh-bC8_000176_000186,train
parasailing,AUchCOF5pg8_000031_000041,train
pushing_cart,LCQbDdOER_8_000040_000050,train
throwing_discus,5-0NGMecBto_000002_000012,train
walking_the_dog,XXISDDzcUMQ_000046_000056,train
riding_unicycle,fqnmXF6ydSk_000091_000101,train
dancing_charleston,S7kjuSo-hCo_000004_000014,train
baby_waking_up,CwcOV3ApHPE_000000_000010,train
faceplanting,C1PTRYSJ_fg_000000_000010,train
playing_tennis,qrg2lMfhrqU_000000_000010,train
cleaning_toilet,i2fGjarN5o8_000038_000048,train
making_jewelry,_l3gQHPiR8g_000095_000105,train
cleaning_pool,vWbyZ8Ds5yE_000003_000013,train
testifying,S-jagFDFQvc_000139_000149,train
news_anchoring,-WdB8oVQHOk_000003_000013,train
situp,Qi75EWoG9Wo_000000_000010,train
playing_harp,NeTnykQUxS8_000027_000037,train
laughing,DXKzA68hUbI_000014_000024,train
tickling,KXKr7KqR6rI_001344_001354,train
triple_jump,BA4-lLQIDzc_000001_000011,train
taking_a_shower,uEDgO0GlVPA_000228_000238,train
ripping_paper,aDhwLaVUw90_000004_000014,train
laughing,jgwAzkipPbI_000050_000060,train
blowing_leaves,6I1aP4O04R8_000061_000071,train
singing,BZkchnDjOSM_000011_000021,train
arm_wrestling,CwsHfH4FXAA_000044_000054,train
dancing_ballet,u6dLn-CfDCM_000273_000283,train
playing_chess,qrTAY2E-2us_000023_000033,train
drumming_fingers,d7uFnbQKrwI_000110_000120,train
skiing_slalom,k7ZJlmzSX5g_000023_000033,train
washing_hands,9zPloZwrGAE_000055_000065,train
feeding_fish,qNW3SLWFw4o_000058_000068,train
cleaning_windows,N-GC3Zf1tFA_000030_000040,train
applauding,M9d4wHKmhmg_000032_000042,train
arm_wrestling,BRSxoO17Wq8_000119_000129,train
drinking,MP3BOocmNsM_000153_000163,train
high_jump,Ggv5PGJFFGQ_000000_000010,train
plastering,3ut7diiFB8o_000505_000515,train
passing_American_football_(in_game),dKO4rbryDQg_000001_000011,train
cutting_nails,Fsle_K6h2YU_000042_000052,train
riding_camel,VEA8-_bQSOQ_000004_000014,train
tying_knot_(not_on_a_tie),IQak0eIj3vM_000086_000096,train
braiding_hair,JYHRXyUgXeI_000063_000073,train
skiing_crosscountry,JDUr64hUePs_000035_000045,train
capoeira,q-CSkYaFc68_000005_000015,train
capoeira,_6SwynXL7a0_000025_000035,train
trimming_trees,D0Tc42DgDqQ_000025_000035,train
playing_cello,fhK-gWYUe6U_000165_000175,train
bartending,EKgsXyWlHpQ_000094_000104,train
cooking_sausages,fl4fvVwdcL0_000087_000097,train
playing_bagpipes,3DlRjkdlwXg_000032_000042,train
eating_cake,ecOLE3DLCmc_000012_000022,train
feeding_birds,H5dTEkfNxFw_000000_000010,train
moving_furniture,47RsbbqLOSc_000001_000011,train
peeling_potatoes,F8ty6wp5OfU_000122_000132,train
unboxing,ZnAQv0u6tZI_000065_000075,train
doing_nails,EHLy6tQuTlA_000014_000024,train
playing_cymbals,mFEssKo_sN0_000256_000266,train
beatboxing,Nnzr8CrnANU_000005_000015,train
shooting_goal_(soccer),1cLg-P8GLOc_000021_000031,train
bookbinding,EHsEsqcFz-w_000010_000020,train
punching_person_(boxing),kFKvlwcot6k_000143_000153,train
clapping,kBVsmspRSzk_000025_000035,train
playing_chess,sNenb6ExmDg_000109_000119,train
cleaning_windows,ynRlFQ93xxc_000012_000022,train
changing_wheel,VIlyvVyh4BA_000084_000094,train
tobogganing,iP--JZjkYyk_000009_000019,train
tai_chi,Vz73mrCyOKA_000363_000373,train
cleaning_windows,53V5vngOkAA_000006_000016,train
arranging_flowers,iYsWnMjx3Ss_000043_000053,train
jetskiing,KaWlQpcdKiE_000000_000010,train
springboard_diving,q7XLxx-ctxg_000002_000012,train
training_dog,PbphGWDFLgQ_000123_000133,train
playing_monopoly,cmgLkN5WpTU_000071_000081,train
dancing_ballet,L8EX6tW6wt8_000076_000086,train
sailing,j6zxxFvT-F0_000015_000025,train
climbing_a_rope,PUCnefkOAOs_000009_000019,train
making_tea,CjDkYfeS13w_000324_000334,train
presenting_weather_forecast,Q-fUqE4dplY_000024_000034,train
juggling_balls,bwA3xgnydkk_000043_000053,train
folding_napkins,oLsaws5SfyQ_000025_000035,train
shredding_paper,i-oVfF_gZ-E_000017_000027,train
smoking_hookah,drVrzabB37c_000033_000043,train
changing_wheel,i_tZ1bEKVA8_000126_000136,train
blowing_nose,wf93r8bI_kk_000006_000016,train
riding_elephant,rWAZRlTv7v8_000073_000083,train
rock_climbing,ssYn_vQngcs_000069_000079,train
sailing,8HmWRfk-eLg_000059_000069,train
skydiving,k6y471vKqGI_000450_000460,train
digging,GwSJlFA1n-g_000037_000047,train
vault,aPZLyYcNVjU_000003_000013,train
push_up,IMuD2wN4lY0_000006_000016,train
blowing_glass,Go4y87a8kjI_000019_000029,train
playing_controller,FEbERvOqneU_000271_000281,train
clay_pottery_making,rXxmeB5unOQ_000162_000172,train
picking_fruit,cQ4Y3xtmcTU_000002_000012,train
laughing,fZKGm-BzXVw_000018_000028,train
shooting_goal_(soccer),2a-yh3G2rPk_000005_000015,train
ski_jumping,Iz3aimu7_LU_000437_000447,train
celebrating,72JfQ4TaEqA_000011_000021,train
applying_cream,cnFDTPU8Mbg_000103_000113,train
unloading_truck,c_t1twr3eT0_000117_000127,train
marching,N5TX-iI_nYw_000031_000041,train
parasailing,0Dn8FwUHgQs_000020_000030,train
cracking_neck,YQ8Reeu96Ag_000003_000013,train
faceplanting,LwObJgZ82y4_000005_000015,train
situp,mk4FC_snCJ0_000322_000332,train
surfing_water,hrSpi_KtfUQ_000000_000010,train
massaging_person's_head,hWemyy6qa1c_000620_000630,train
breakdancing,qcYZCFWULvA_000009_000019,train
faceplanting,nq-eakL3Z9s_000012_000022,train
decorating_the_christmas_tree,6Q-HejKaKMk_000061_000071,train
assembling_computer,RbKUNIkKFVY_000031_000041,train
eating_chips,b5huPsAQ8z8_000004_000014,train
dying_hair,l9O3q-cIbH4_000192_000202,train
throwing_ball,xGbNxfVMbwc_000004_000014,train
using_remote_controller_(not_gaming),XTC5JyPeTHY_000441_000451,train
playing_cymbals,84kWlEg3KgQ_000057_000067,train
cleaning_toilet,tpzW9QjdtGs_000272_000282,train
writing,rgsK6z_NKrU_000054_000064,train
trimming_trees,L3fQGwu2CVA_000008_000018,train
playing_xylophone,rTYxdyVTeAY_000003_000013,train
waxing_eyebrows,-ipqEXc3mw0_000058_000068,train
building_cabinet,GaUY7LxALyc_000002_000012,train
playing_accordion,GMWttALs7R8_000027_000037,train
drumming_fingers,2G_-NIl1Zq8_000000_000010,train
cooking_chicken,2idwNvX6JxU_000050_000060,train
curling_hair,g0btk7FHp0U_000057_000067,train
changing_wheel,GmD-VOk4nOU_000513_000523,train
somersaulting,WO5c9cfjaRA_000002_000012,train
tossing_salad,Cd5lGaiuN7s_000145_000155,train
air_drumming,B3CSOo3KMks_000035_000045,train
scuba_diving,km-qRrnUhdY_000351_000361,train
sweeping_floor,MbBzsotMscg_000002_000012,train
doing_aerobics,U1br0iOH-Vs_000142_000152,train
playing_piano,d9iYFiUwuMI_000088_000098,train
hoverboarding,Tk1l8Z_6Kz8_000041_000051,train
trapezing,_KIUZWc7wqY_000010_000020,train
high_jump,-meoRkRbhRc_000032_000042,train
fixing_hair,JAAFAjh-3QE_000087_000097,train
front_raises,qH4C8ebyJXc_000002_000012,train
playing_bagpipes,sOlWi7v3ab8_000008_000018,train
disc_golfing,kVCmOVSJDx8_000000_000010,train
tap_dancing,3gaE6kCFXMg_000089_000099,train
washing_feet,OiztUhZ_zyU_003461_003471,train
dancing_charleston,iTFrHIjapjg_000000_000010,train
kitesurfing,f8swsEkzOro_000005_000015,train
doing_laundry,Y8m6jltCtC8_000008_000018,train
folding_clothes,oTUGOzddoew_000011_000021,train
breading_or_breadcrumbing,JflOzZ5t_-c_000252_000262,train
robot_dancing,sb2f0HL2hOg_000011_000021,train
waxing_chest,xbxlXzv_JXY_000300_000310,train
flying_kite,b9nQJ7j4Olc_000072_000082,train
krumping,lT7eO6WM5nM_000039_000049,train
sign_language_interpreting,9MsVXSSuDSE_000013_000023,train
snatch_weight_lifting,Se_pwfWxeSk_000008_000018,train
pole_vault,x414DNZtu4I_000001_000011,train
celebrating,u9ZVh00B1SU_000017_000027,train
making_a_sandwich,juzHhwGuNKU_000002_000012,train
folding_paper,txw0b5vAtOs_000023_000033,train
milking_cow,hbndP8yYwc0_000008_000018,train
sticking_tongue_out,U_DRHIvTLRs_000012_000022,train
triple_jump,uneecc7SJ88_000000_000010,train
bartending,YjCewbu_xpc_000228_000238,train
holding_snake,KqSECohXPNQ_000223_000233,train
bending_metal,xtzsnk6FdDQ_000006_000016,train
testifying,tETaEWcuOI0_000003_000013,train
crawling_baby,QmltrEWSnyE_000030_000040,train
running_on_treadmill,_Za2ZeocaVs_000001_000011,train
eating_burger,ylWJ5_2wKc8_000012_000022,train
juggling_soccer_ball,n43M36C_Yv4_000003_000013,train
golf_putting,tbBoRJmVECM_000000_000010,train
cleaning_floor,B-inbNXZDM4_000688_000698,train
paragliding,f9KBKN3amFo_000356_000366,train
clean_and_jerk,Wh-LQoS7AW4_000173_000183,train
passing_American_football_(in_game),vLn3819JMnk_000189_000199,train
hitting_baseball,jHTLYj_5VO4_000005_000015,train
braiding_hair,7dEkVorkBRk_000135_000145,train
dunking_basketball,8WXEtezTTQc_000004_000014,train
lunge,nAdLpOOAj74_000011_000021,train
trapezing,NkFa_X5AcRY_000010_000020,train
eating_hotdog,gNPuVKrqBZI_000015_000025,train
tasting_food,1gGYr5ojTgA_000004_000014,train
playing_kickball,oG9Fvcp3VTg_000004_000014,train
lunge,ulwsjjEOXqU_000042_000052,train
breading_or_breadcrumbing,BRj3bwj6XpE_000241_000251,train
washing_dishes,M8GobyZneVw_000005_000015,train
marching,7BHbT1zhSPk_000011_000021,train
applying_cream,dx92YIp3GmY_000003_000013,train
playing_accordion,uFoToIkTXws_000061_000071,train
skateboarding,08e6JOWAQms_000168_000178,train
trimming_trees,r1K9FfFRuHA_000050_000060,train
crawling_baby,IAldHuxVj-I_000011_000021,train
bending_metal,vc0rrX-O3NY_000000_000010,train
throwing_axe,6uMGWel1Aww_000036_000046,train
driving_tractor,2dsTsf0-i5M_000004_000014,train
smoking_hookah,H6mkQOUxN74_000171_000181,train
kissing,hprGeXW0HpQ_000001_000011,train
tying_knot_(not_on_a_tie),h2_lwwCy7dI_000185_000195,train
flipping_pancake,BZa6vlpAlVw_000001_000011,train
javelin_throw,yRAyyNvUrNk_000118_000128,train
dancing_gangnam_style,2oosM9BnYY8_000048_000058,train
whistling,9qD1Q8z8MFQ_000014_000024,train
diving_cliff,1Nt3XHcNMMk_000094_000104,train
kissing,WniBL9qHIz8_000027_000037,train
long_jump,NrAV8Xz0AIQ_000001_000011,train
catching_or_throwing_baseball,F2rQZZfC2is_000025_000035,train
sanding_floor,D4VJJa1b24Q_000072_000082,train
shoveling_snow,RbnyaXQM-bY_000409_000419,train
eating_burger,1iaNDO810wA_000936_000946,train
checking_tires,yyrPFiq3Qd0_000054_000064,train
cleaning_pool,E3i-A8pv7mg_000000_000010,train
opening_present,jKqhh_fXbGo_000001_000011,train
curling_hair,PgvfyyIQXfA_000254_000264,train
making_bed,Hw-S3dUD99o_000038_000048,train
snorkeling,9Cvq7_7W7p8_000001_000011,train
kicking_soccer_ball,1jCihwAv9IE_000000_000010,train
shot_put,oABbVDB9Io8_000000_000010,train
ice_fishing,a88Ll1XrRfw_000033_000043,train
tapping_guitar,g7dwvRx6Wls_000098_000108,train
taking_a_shower,6fWXJ2-i8_s_000000_000010,train
climbing_ladder,boHGaE8c8i4_000015_000025,train
checking_tires,iNXH6UMRJh4_000230_000240,train
kicking_field_goal,ije2sx_NoBI_000099_000109,train
diving_cliff,w9oeWcwuNFk_000038_000048,train
mowing_lawn,JXJ5Bem1ktY_000001_000011,train
using_segway,OIiWImEh_s4_000540_000550,train
eating_ice_cream,UGkSNsaixT4_000045_000055,train
side_kick,qxgkftML5BQ_000025_000035,train
making_snowman,B8jwVvYf6hE_000105_000115,train
making_jewelry,-2FruMQDUR0_000081_000091,train
rock_climbing,8BMG0VjT-v4_000027_000037,train
drawing,LL1jbvzW6yU_000105_000115,train
country_line_dancing,zUaY11As5nM_000137_000147,train
playing_squash_or_racquetball,jXbJoMbxvzE_000012_000022,train
eating_cake,tA-TOeNDQbE_000008_000018,train
driving_tractor,nu7NY9t5PFk_000004_000014,train
tapping_guitar,tTgxDw1TEPU_000122_000132,train
riding_camel,J2GGLk4XdjA_000001_000011,train
hitting_baseball,BZ4_rqf3YCA_000000_000010,train
headbanging,oOQ-_PRGyRU_000014_000024,train
playing_flute,IdVGPRCoTN4_000008_000018,train
swinging_legs,RRUBJOmWDE8_000000_000010,train
hurling_(sport),fq-JzOQYhMM_000154_000164,train
golf_putting,3XTOcSjHGPs_000032_000042,train
clean_and_jerk,_R7eAa3jYsg_000009_000019,train
driving_tractor,62xuT2_C9ro_000001_000011,train
finger_snapping,HSZt-M8l6M0_000002_000012,train
playing_keyboard,7aRY5eLbcHo_000047_000057,train
crossing_river,x2RnfLCCrzw_000005_000015,train
washing_dishes,zIiN8-ryhko_000097_000107,train
using_computer,tBSkk5dvODM_000053_000063,train
punching_person_(boxing),0UOVjEE0tE4_000194_000204,train
tasting_beer,IGwjJdNuryk_000295_000305,train
exercising_arm,mSE007QjXJo_000007_000017,train
playing_paintball,CkxHp9Xc2jg_000042_000052,train
headbutting,2dkgQovEg_M_000029_000039,train
assembling_computer,kir-fl23e3w_000402_000412,train
busking,dLzirL5VRDc_000644_000654,train
stomping_grapes,1ulWw1Tjg44_000034_000044,train
zumba,c-tAaFRZR1Y_000012_000022,train
dancing_gangnam_style,uMQyWTFwjAY_000000_000010,train
bartending,URFh3hWG2wA_000181_000191,train
massaging_feet,YZ99guJV-WM_000043_000053,train
plastering,cH1XNU0ZbWk_000257_000267,train
tap_dancing,5EYJXqZr3Zw_000062_000072,train
assembling_computer,ZAJdDJu4kY0_000029_000039,train
dancing_macarena,eIXYeN5QfkA_000004_000014,train
swimming_butterfly_stroke,boLraAdOuX0_000050_000060,train
ice_climbing,YQD_j5XOk_8_000162_000172,train
weaving_basket,7jEIo3_aoe4_000163_000173,train
playing_drums,SqflQsu1zP4_000022_000032,train
sniffing,QNmuSbGaEjo_000055_000065,train
eating_spaghetti,_lkKvsXqX_Q_000031_000041,train
snatch_weight_lifting,nVuPh15Bnlg_000022_000032,train
cooking_on_campfire,5BJF1ryRtxY_000025_000035,train
building_shed,Kwkcqxq66Kk_000068_000078,train
front_raises,0L_C0z8r4ZU_000001_000011,train
scrambling_eggs,EpLGz5-s3wE_000149_000159,train
milking_cow,THTtQUeRNeM_000125_000135,train
walking_the_dog,qy_EZgVtbqU_000011_000021,train
using_segway,ilFDKR6Go5I_000022_000032,train
waxing_legs,hxD2C-HKrfg_000035_000045,train
salsa_dancing,5Rqk-CxyGTQ_000175_000185,train
drawing,RtBFES7vHJ0_000018_000028,train
playing_drums,qot_EoFxSxk_000080_000090,train
playing_bass_guitar,wJBRD-3cBsQ_000014_000024,train
shaving_head,7Aynkrnkjuc_000130_000140,train
hoverboarding,seMKXBDwYaQ_000001_000011,train
making_a_cake,czNZ3BZ-Ul0_000003_000013,train
snatch_weight_lifting,79kNPPYTyPA_000002_000012,train
playing_xylophone,-lgTBrMOyrs_000000_000010,train
massaging_person's_head,JF78QU-_mqc_000763_000773,train
somersaulting,IXHe_HEb2pA_000005_000015,train
ice_fishing,8ZzG_guhn1g_000076_000086,train
pushing_cart,IVHjYHqJIi4_000003_000013,train
drawing,pVjy-i3u5OM_000057_000067,train
busking,pcSU5rdWJXA_000072_000082,train
drinking_shots,Yuy-8Mr2NY8_000000_000010,train
squat,qipdq5gFdeQ_000003_000013,train
bungee_jumping,pLaGdjtgpAw_000104_000114,train
air_drumming,ogfeCsFD1lc_000158_000168,train
ice_skating,Rgue0ofTNFg_000002_000012,train
moving_furniture,an2eCe1wV2M_000006_000016,train
playing_monopoly,2T27G4zgYPs_000019_000029,train
garbage_collecting,ziBWwhiUBgM_000091_000101,train
high_kick,YwlE8uXu5gU_000005_000015,train
sneezing,58P-wRj4qao_000001_000011,train
yoga,3an0zDKaQhw_000034_000044,train
waxing_back,4RU9vZGStOw_000099_000109,train
peeling_apples,PW--uErtVnw_000018_000028,train
eating_spaghetti,uRAbjKibUvU_000021_000031,train
pushing_cart,k05SVMOhYwI_000000_000010,train
cleaning_floor,odNn2S2e-r0_000004_000014,train
fixing_hair,rENDZkg0cJI_000002_000012,train
singing,fYjsyg2dy-4_000161_000171,train
blowing_glass,fxTq1Z6KuWw_000071_000081,train
bookbinding,2o_Bgm1MsP0_000118_000128,train
changing_oil,wA3-BlaTbpk_000127_000137,train
petting_cat,5Pr4MlLdVDA_000005_000015,train
grooming_horse,ig-g8SUByqk_000031_000041,train
cutting_watermelon,gyl8xpupuUU_000060_000070,train
juggling_soccer_ball,caMpWIfm4qU_000035_000045,train
eating_chips,Z0ynBe98KLw_000001_000011,train
cutting_nails,W9UhNwsOr10_000035_000045,train
building_cabinet,VjZYZPCzVHs_000447_000457,train
unboxing,c87UB_KyCOk_000230_000240,train
playing_trombone,z4xng2gX3y8_000001_000011,train
roller_skating,rKkg9y_W6aI_000188_000198,train
bouncing_on_trampoline,vnzupY9Jp4I_000010_000020,train
golf_chipping,3N1GwK8oadI_000077_000087,train
picking_fruit,PZ_-PEYIT40_000181_000191,train
tickling,Z9pJ0ju3WR8_000089_000099,train
cartwheeling,qJ1UQiWTxCQ_000000_000010,train
jumping_into_pool,TSJdARyByas_000003_000013,train
tying_bow_tie,mMv9TiH3fMY_000070_000080,train
eating_hotdog,tGuaznu1DkA_000077_000087,train
watering_plants,jscsvbpyf10_000058_000068,train
peeling_apples,sZrFWgYJaSc_000000_000010,train
cooking_on_campfire,RsRJqDnYidM_000110_000120,train
snowmobiling,Xq7cjG6z8jE_000228_000238,train
presenting_weather_forecast,K-PSNSmNY2A_000002_000012,train
trimming_or_shaving_beard,z3ih-jQnc-w_000026_000036,train
crawling_baby,ox0zdlmwA4U_000013_000023,train
fixing_hair,9YC8db24n04_000051_000061,train
juggling_balls,9tL0j8rmQB0_000259_000269,train
pull_ups,sBrsZ8VITLc_000001_000011,train
playing_cymbals,JdDlxOMEN_M_000068_000078,train
contact_juggling,H_Ny8gjdh8w_000009_000019,train
trimming_or_shaving_beard,WXP_ZdpNs84_000070_000080,train
making_snowman,lnh5A6lgzqo_000034_000044,train
slapping,Jq6f2gRkblw_000027_000037,train
trapezing,rUHAV1qle6g_000048_000058,train
brushing_hair,7hxCoi0XU6I_000076_000086,train
juggling_balls,uKIAZOY49Ac_000210_000220,train
peeling_potatoes,S3GOPcWB538_000053_000063,train
breakdancing,fSrPu0tY0Fc_000029_000039,train
driving_car,ZDVdve3s5XA_000133_000143,train
golf_driving,0Vq-tbqCPWY_000089_000099,train
playing_piano,saryabjSuYE_000022_000032,train
playing_drums,CBfyXvAeuRo_000258_000268,train
push_up,H02cB4nt3mk_000003_000013,train
auctioning,5FlI-v5349w_002863_002873,train
beatboxing,ZRwGvHjz6VE_000087_000097,train
yoga,hNjjocCmFCs_000088_000098,train
swing_dancing,0FT80pynMBY_000092_000102,train
shaking_hands,N5ZCsLyhN0g_000025_000035,train
air_drumming,aT_UGm7HzeM_000005_000015,train
doing_aerobics,awGYv-cF3Bk_000597_000607,train
playing_flute,WiKmXfVM6tA_000090_000100,train
playing_squash_or_racquetball,DISGx8F9pYQ_000027_000037,train
surfing_crowd,MWzs-_0yGdw_000016_000026,train
hockey_stop,5jmr4L1dVWY_000004_000014,train
drop_kicking,L-VcJmqC9YM_000000_000010,train
ice_skating,wNxyjhSH0v4_000027_000037,train
stomping_grapes,S5YSGsuEWV0_000005_000015,train
waiting_in_line,D_WXcJqsSnk_000003_000013,train
playing_clarinet,FlhP--QcVqw_001916_001926,train
swimming_butterfly_stroke,bEtalgN6ui0_000015_000025,train
rock_scissors_paper,ZPl1qKq3szg_000002_000012,train
shaving_head,WCekjwG20v0_000117_000127,train
robot_dancing,SWGM0Chw3aE_000032_000042,train
arm_wrestling,03SGPShRRzs_000003_000013,train
drinking,HV1fbclfXYs_000010_000020,train
water_sliding,xvM1Mr_E8wA_000009_000019,train
faceplanting,JDQq0XLnr-w_000009_000019,train
waxing_back,9g_2E2IyZd0_000000_000010,train
playing_paintball,5O_IvhEH_i0_000013_000023,train
juggling_balls,OWW9bpSbLnY_000005_000015,train
swinging_on_something,jmtRKXSDris_000025_000035,train
doing_nails,ZSr5hTFkOeM_000053_000063,train
yoga,e4eMea_2z44_000027_000037,train
juggling_balls,yNNK8kl6DyQ_000032_000042,train
answering_questions,jntYRSUOs7I_000235_000245,train
feeding_goats,Dc3gZUEfW6Q_000014_000024,train
waiting_in_line,LKXUzeN1SCg_000033_000043,train
decorating_the_christmas_tree,LdaV6yxegAU_000317_000327,train
flipping_pancake,9JXy2viLMEg_000008_000018,train
curling_hair,H8f4Ys-Oqpc_000053_000063,train
stretching_arm,z8HJZdmxbPk_000075_000085,train
headbutting,qAKmmwIzVLE_000009_000019,train
shooting_goal_(soccer),0aT84tv2V9Q_000001_000011,train
tossing_coin,mXTBzZnhrzA_000004_000014,train
stretching_arm,SEQqOYzIsDg_000006_000016,train
playing_chess,fOasT2ftBgA_000222_000232,train
sanding_floor,gw95ji9Pgyg_000024_000034,train
brushing_hair,IV4Hm6kscPs_000112_000122,train
barbequing,8DcKBqw5idg_000425_000435,train
dancing_charleston,KrgCwBgzbxA_000036_000046,train
parkour,b34RPHs64Fw_000186_000196,train
doing_nails,y_ty2f7gwBA_000247_000257,train
trimming_or_shaving_beard,by41MAITMJc_000002_000012,train
drawing,IPX4RDn6FDU_000099_000109,train
side_kick,iagtSAx9CUw_000001_000011,train
riding_camel,5aB7lxFXEqc_000018_000028,train
playing_cards,FxD0kpsHrdY_000204_000214,train
sticking_tongue_out,ixwFU3uC4Is_000000_000010,train
playing_squash_or_racquetball,zjk9YonNyuY_000809_000819,train
grinding_meat,vNnw0cx0bGc_000035_000045,train
juggling_soccer_ball,oona9TcGTLU_000153_000163,train
high_kick,4TuSHXWguCY_000064_000074,train
yawning,ywurIJeSK3w_000004_000014,train
jumpstyle_dancing,l6OFvP2NY_U_000002_000012,train
arranging_flowers,of2VcB-jByo_000088_000098,train
shaking_hands,Ahi6J-uLBrA_000065_000075,train
swimming_breast_stroke,h_hR56yfr8s_000062_000072,train
playing_chess,COZUrwHhx3M_000160_000170,train
passing_American_football_(not_in_game),YbhKfPWcVS4_000112_000122,train
throwing_ball,tcIoZkrtkuY_000001_000011,train
vault,QmhMYhHCGKo_000008_000018,train
tying_bow_tie,nKldnOCmoCk_000112_000122,train
setting_table,oRmpxPwJFw8_000128_000138,train
feeding_goats,mK9r2-Y5eKM_000048_000058,train
sweeping_floor,aOvutKidduE_000008_000018,train
planting_trees,jMoqDAx46Vw_000013_000023,train
push_up,Vy5vq0vnkxQ_000008_000018,train
setting_table,K3V8VhJ0rYA_000000_000010,train
drumming_fingers,FyjVph3V19U_000059_000069,train
grooming_dog,ANBwvVqukrA_000132_000142,train
unloading_truck,bz4zr1l_ou0_000162_000172,train
clean_and_jerk,9BHAMevASmI_000027_000037,train
chopping_wood,vXaD4DVF8eA_000015_000025,train
extinguishing_fire,xpyG5CS8osg_000043_000053,train
feeding_goats,tMuP8c-kSM8_000001_000011,train
giving_or_receiving_award,eKlzFcGo3Bk_000024_000034,train
cleaning_floor,bKOCQugLnh4_000029_000039,train
rock_scissors_paper,rXfO-REVjsU_000019_000029,train
picking_fruit,LlIyDjuRXHQ_000000_000010,train
stomping_grapes,irTwIzLJ4U8_000002_000012,train
abseiling,icli9CZtwyw_000020_000030,train
riding_camel,cCpa6JBtWNk_000000_000010,train
cleaning_shoes,Gf5z0qHVfOE_000300_000310,train
tobogganing,ZA7piGu-O5o_000002_000012,train
playing_ice_hockey,0BdF3HhFCdw_000034_000044,train
riding_mule,aoKmfpDQLk0_000007_000017,train
blowing_leaves,3d1_vXLXyfU_000002_000012,train
archery,AvGATI-2PjY_001108_001118,train
riding_a_bike,k2Sk0yZ-oOU_000083_000093,train
making_tea,8xUD5oe9PmI_000020_000030,train
playing_squash_or_racquetball,YvGP_61PRpY_000060_000070,train
playing_violin,jDXVRwanLSY_000049_000059,train
unboxing,wM3X4Hesfq8_000675_000685,train
headbutting,vIwLrdLzJXs_000001_000011,train
golf_chipping,qgIWmSRmrv4_000028_000038,train
playing_trombone,PSXI-hH5g1I_000121_000131,train
hugging,_ZWq6DUM2Xk_000026_000036,train
making_a_sandwich,fLR3AN9sMoc_000115_000125,train
playing_poker,S8jbJyGt8Ec_000113_000123,train
eating_watermelon,Gk8BDejss68_000015_000025,train
waxing_back,VGwlM8_qLHA_000318_000328,train
ice_skating,zvKdx6wwJdU_000024_000034,train
eating_burger,55QC6M8GK7Y_000006_000016,train
gymnastics_tumbling,m4v4HRBFiPc_000001_000011,train
sticking_tongue_out,OqxP8yeCb9M_000025_000035,train
smoking,1EvSbPPinbs_000078_000088,train
riding_or_walking_with_horse,NoT5r7Jn4BE_000114_000124,train
laughing,qMTO0QvS-UM_000050_000060,train
tapping_pen,Yle1U_yo2ic_000121_000131,train
waiting_in_line,VQmQMKYGdew_000005_000015,train
doing_aerobics,b9DVa4grFpc_000247_000257,train
blasting_sand,sW36TXjzvuE_000095_000105,train
playing_controller,6vyuLcKcEaw_000140_000150,train
whistling,ufhBzuKtj-I_000034_000044,train
